County,Cases
Dallam,7
Lubbock,23
Yoakum,15
Terry,38
Lynn,1
Gaines,270
Dawson,14
Martin,3
Ector,4
Cochran,8
Lamar,10
Garza,1
Hale,1
Hockley,2
Lamb,1
Andrews,1
Midland,1
