County,Cases
Dallam,7
Lubbock,33
Yoakum,17
Terry,43
Lynn,2
Gaines,315
Dawson,20
Martin,3
Ector,8
Cochran,9
Lamar,11
Garza,2
Hale,3
Hockley,3
Lamb,1
Andrews,1
Brown,1
Midland,1
Erath,1
