County,Cases
Dawson,23
Martin,3
Ector,10
Cochran,12
Lamar,11
Garza,2
Hale,5
Hockley,5
Lamb,1
Andrews,2
Midland,3
Erath,1
Brown,1
Borden,1
Randall,1
El Paso,20
Reeves,1
Parmer,4
Potter,1
Bailey,2
Dallam,7
Lubbock,47
Yoakum,19
Terry,59
Lynn,2
Gaines,393
