County,Cases
Dallam,6
Lubbock,10
Yoakum,13
Terry,37
Lynn,1
Gaines,226
Dawson,13
Martin,3
Ector,2
Cochran,7
Lamar,5
Garza,1
Hale,1
Hockley,1
Lamb,1
