County,Cases
Dawson,21
Martin,3
Ector,8
Cochran,12
Lamar,11
Garza,2
Hale,5
Hockley,3
Lamb,1
Andrews,2
Midland,2
Erath,1
Brown,1
Borden,1
Randall,1
El Paso,7
Reeves,1
Dallam,7
Lubbock,42
Yoakum,19
Terry,52
Lynn,2
Gaines,371
